Program,Runtime,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
2mm242_main_mlir,14.120052,56006854485,70046562222,2155593741,1825676,5660591808,11072156,18505,5653015235,10774154,26485616982,2244290014,7690207609,4423024,<not supported>,26031356,<not supported>,10422172,<not supported>,<not supported>,2170395383,706005,3586707,133173,2831214,26644145820,2193201514,7679691774,2223985,<not supported>,<not supported>,450833,1302131
2mm243_main_mlir,14.034363,55705668250,70161081876,2171358832,2097118,5644335132,11096204,18508,5662649787,11172470,26496242131,2250207291,7697789610,5669922,<not supported>,27614233,<not supported>,8653701,<not supported>,<not supported>,2159059854,1213318,2424935,142470,131849,26555937828,2197019970,7676520331,2212036,<not supported>,<not supported>,272734,1267032
2mm244_main_mlir,14.102156,56014756726,70388302070,2172828650,2113426,5669032101,10716188,18508,5669089596,10710873,26482689384,2241330960,7662957006,7654492,<not supported>,27748357,<not supported>,8080339,<not supported>,<not supported>,2168655914,1393068,2259912,145611,945652,26560538219,2183700650,7681804713,2339372,<not supported>,<not supported>,35579,1274151
2mm245_main_mlir,14.067330,55950506954,70353880982,2160385423,1794816,5653771685,10548101,18507,5633428264,10331582,26547143659,2249767838,7667681763,5498517,<not supported>,27390925,<not supported>,15129620,<not supported>,<not supported>,2151069066,1095908,2643697,144910,354227,26615094055,2192348475,7698028900,2337325,<not supported>,<not supported>,100496,1420976
2mm246_main_mlir,14.100229,55932770628,70207389357,2165825412,1873883,5651258428,10749534,18510,5655714381,10739771,26478667191,2251091985,7661081251,4378888,<not supported>,27937171,<not supported>,8234448,<not supported>,<not supported>,2174626492,832599,2630747,135079,1715582,26536410125,2186360514,7690414171,2349905,<not supported>,<not supported>,130607,1262417
2mm247_main_mlir,14.081382,55904964647,70268921598,2162366525,1654158,5665915142,10730900,18509,5661916716,10515605,26491708821,2256995859,7656443180,6190861,<not supported>,28314090,<not supported>,8052726,<not supported>,<not supported>,2160232476,1022817,3919180,124226,2812101,26483716877,2178060440,7694854822,2345590,<not supported>,<not supported>,36249,1286470
2mm248_main_mlir,13.997701,55862183059,70149217803,2157652870,2425155,5635042132,10671380,18510,5646934462,10642525,26555256334,2257105056,7690896439,5640727,<not supported>,27109468,<not supported>,10389270,<not supported>,<not supported>,2157363272,913120,3662688,125665,2545884,26499577502,2177321684,7689821586,2333582,<not supported>,<not supported>,636679,1336664
2mm249_main_mlir,13.980171,55684798423,70159065997,2171573787,1642888,5628205681,10689591,18507,5637937406,10616691,26586048659,2250678029,7671462536,4116372,<not supported>,27390048,<not supported>,10184470,<not supported>,<not supported>,2164875887,1280088,3871696,136859,3130036,26484538111,2177761185,7700530308,2234256,<not supported>,<not supported>,52106,1229779
2mm250_main_mlir,14.049985,55870104197,70390106794,2177274504,2256971,5654069069,10440101,18510,5637978987,10538969,26503585738,2197263693,7657466913,5281544,<not supported>,11372430,<not supported>,8820372,<not supported>,<not supported>,2157965784,1113088,2817912,140150,1500188,26514484577,2188720300,7692471294,2237203,<not supported>,<not supported>,33414,1234597
2mm251_main_mlir,14.084999,55821504977,70131967373,2166062351,2089890,5644330445,10784125,18509,5656468915,10612153,26509305777,2248269749,7660831044,3690064,<not supported>,27407597,<not supported>,8202107,<not supported>,<not supported>,2175095055,1249585,3807528,122626,2906294,26570000304,2187922448,7695750339,2298941,<not supported>,<not supported>,41471,1250441
2mm252_main_mlir,14.043865,55806673467,70295094005,2172061020,1779937,5609091597,10328029,18510,5639786997,10612115,26456678476,2253211881,7678818964,8462999,<not supported>,27252073,<not supported>,8647070,<not supported>,<not supported>,2150702797,1434202,3612068,131118,2880170,26534364741,2186614846,7701702910,2328858,<not supported>,<not supported>,38525,1227386
2mm253_main_mlir,13.941043,55941660510,70302984584,2164774771,1728636,5626255188,10813204,18509,5624602801,11091828,26472542854,2246392952,7615561405,4392630,<not supported>,26531191,<not supported>,12177838,<not supported>,<not supported>,2152593771,1170994,5317303,1416728,3992626,26657096533,2184353528,7726062460,2291095,<not supported>,<not supported>,447899,2392490
2mm254_main_mlir,14.017845,55972434993,70388392839,2164653182,1768415,5657587278,10915600,18509,5627615282,10728394,26440494602,2244774469,7680367290,6045522,<not supported>,25177707,<not supported>,10501045,<not supported>,<not supported>,2165864605,1211084,3536640,140414,2834956,26558033178,2190874775,7681754839,2221210,<not supported>,<not supported>,163739,1375110
2mm255_main_mlir,14.073035,56119977931,70268243626,2174762356,1983216,5623131154,10981742,18509,5619797223,10943060,26477991122,2249991731,7662189748,6090885,<not supported>,27204165,<not supported>,10617241,<not supported>,<not supported>,2163272955,711239,3207528,124896,2297058,26540757474,2187256323,7677794271,2217224,<not supported>,<not supported>,106421,1217015
2mm256_main_mlir,14.050323,56041137238,70372811962,2179038532,2027296,5636154872,10604939,18505,5643037720,10923878,26402332548,2235857357,7702589033,7777728,<not supported>,25869826,<not supported>,10538994,<not supported>,<not supported>,2159072562,1016309,2252012,144680,651955,26613777013,2196951061,7673151219,2210365,<not supported>,<not supported>,526536,1285415
